Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[disease]	Characteristics[xenograft]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Protocol REF	Performer	Assay Name	Technology Type	Array Data File	Comment[MD5]	Factor Value[xenograft]
316_284_R3_HKV2HBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	316_284_R3_HKV2HBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	316_284_R3_HKV2HBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	316_284_R3_HKV2HBGX3_L001	sequencing assay	316_284_R3_HKV2HBGX3_L001.fastq.gz	7cc39a1955e35b917f224687c3eedb83	316_284_R3_HKV2HBGX3_L001
316_284_R3_HKV2HBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	316_284_R3_HKV2HBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	316_284_R3_HKV2HBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	316_284_R3_HKV2HBGX3_L002	sequencing assay	316_284_R3_HKV2HBGX3_L002.fastq.gz	16bf9669b8a20a7e1ad02ec22b5add12	316_284_R3_HKV2HBGX3_L002
316_284_R3_HKV2HBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	316_284_R3_HKV2HBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	316_284_R3_HKV2HBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	316_284_R3_HKV2HBGX3_L003	sequencing assay	316_284_R3_HKV2HBGX3_L003.fastq.gz	430d098e552117b620a6fc66c1ffd3de	316_284_R3_HKV2HBGX3_L003
316_284_R3_HKV2HBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	316_284_R3_HKV2HBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	316_284_R3_HKV2HBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	316_284_R3_HKV2HBGX3_L004	sequencing assay	316_284_R3_HKV2HBGX3_L004.fastq.gz	0be338aeffaed67ae8be2ca0a89a9aeb	316_284_R3_HKV2HBGX3_L004
316_284_R3_HT7KCBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	316_284_R3_HT7KCBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	316_284_R3_HT7KCBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	316_284_R3_HT7KCBGX3_L001	sequencing assay	316_284_R3_HT7KCBGX3_L001.fastq.gz	859f8f5d6a05f999836cdb3c42a9b940	316_284_R3_HT7KCBGX3_L001
316_284_R3_HT7KCBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	316_284_R3_HT7KCBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	316_284_R3_HT7KCBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	316_284_R3_HT7KCBGX3_L002	sequencing assay	316_284_R3_HT7KCBGX3_L002.fastq.gz	d3c9efbaee37cd6ec24ccc2568ac61f8	316_284_R3_HT7KCBGX3_L002
316_284_R3_HT7KCBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	316_284_R3_HT7KCBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	316_284_R3_HT7KCBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	316_284_R3_HT7KCBGX3_L003	sequencing assay	316_284_R3_HT7KCBGX3_L003.fastq.gz	7ecd77b513be9dc8884f6c4270719f49	316_284_R3_HT7KCBGX3_L003
316_284_R3_HT7KCBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	316_284_R3_HT7KCBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	316_284_R3_HT7KCBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	316_284_R3_HT7KCBGX3_L004	sequencing assay	316_284_R3_HT7KCBGX3_L004.fastq.gz	7cd86d31d3a4596328b6e2b1a979bfc5	316_284_R3_HT7KCBGX3_L004
316_284_R3_HT7TLBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	316_284_R3_HT7TLBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	316_284_R3_HT7TLBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	316_284_R3_HT7TLBGX3_L001	sequencing assay	316_284_R3_HT7TLBGX3_L001.fastq.gz	e300d8138ab06bb761e22970b5a4294e	316_284_R3_HT7TLBGX3_L001
316_284_R3_HT7TLBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	316_284_R3_HT7TLBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	316_284_R3_HT7TLBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	316_284_R3_HT7TLBGX3_L002	sequencing assay	316_284_R3_HT7TLBGX3_L002.fastq.gz	826ce86fea87951c15589c71515db219	316_284_R3_HT7TLBGX3_L002
316_284_R3_HT7TLBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	316_284_R3_HT7TLBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	316_284_R3_HT7TLBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	316_284_R3_HT7TLBGX3_L003	sequencing assay	316_284_R3_HT7TLBGX3_L003.fastq.gz	645f62934b0c7ee6922eea494243bd56	316_284_R3_HT7TLBGX3_L003
316_284_R3_HT7TLBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	316_284_R3_HT7TLBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	316_284_R3_HT7TLBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	316_284_R3_HT7TLBGX3_L004	sequencing assay	316_284_R3_HT7TLBGX3_L004.fastq.gz	71a39424b3f8c3e09a4671f551082b14	316_284_R3_HT7TLBGX3_L004
316_284_R3_HVKMCBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	316_284_R3_HVKMCBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	316_284_R3_HVKMCBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	316_284_R3_HVKMCBGX3_L001	sequencing assay	316_284_R3_HVKMCBGX3_L001.fastq.gz	74933428f1360025aac9a442ce00ddac	316_284_R3_HVKMCBGX3_L001
316_284_R3_HVKMCBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	316_284_R3_HVKMCBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	316_284_R3_HVKMCBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	316_284_R3_HVKMCBGX3_L002	sequencing assay	316_284_R3_HVKMCBGX3_L002.fastq.gz	b487b9b905837f18795dbb162611bb4f	316_284_R3_HVKMCBGX3_L002
316_284_R3_HVKMCBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	316_284_R3_HVKMCBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	316_284_R3_HVKMCBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	316_284_R3_HVKMCBGX3_L003	sequencing assay	316_284_R3_HVKMCBGX3_L003.fastq.gz	3832e39516934a10fd9bc97f7dda3266	316_284_R3_HVKMCBGX3_L003
316_284_R3_HVKMCBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	316_284_R3_HVKMCBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	316_284_R3_HVKMCBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	316_284_R3_HVKMCBGX3_L004	sequencing assay	316_284_R3_HVKMCBGX3_L004.fastq.gz	9f726bdc27888184a18387a341ad4916	316_284_R3_HVKMCBGX3_L004
316_284_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6	hg19	breast.hg19	Breast.cancer	316_284_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	normalised.PDTX.reads.bigwig	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	316_284_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	316_284_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6	sequencing assay	316_284_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	8544db603a1f5b7ae9e7d25472beea94	316_284_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw
316_284_R4_HT7KCBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	316_284_R4_HT7KCBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	316_284_R4_HT7KCBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	316_284_R4_HT7KCBGX3_L001	sequencing assay	316_284_R4_HT7KCBGX3_L001.fastq.gz	ecdcbd3a4426e753663c515994a00867	316_284_R4_HT7KCBGX3_L001
316_284_R4_HT7KCBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	316_284_R4_HT7KCBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	316_284_R4_HT7KCBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	316_284_R4_HT7KCBGX3_L002	sequencing assay	316_284_R4_HT7KCBGX3_L002.fastq.gz	62e4155893440e708db5a35780f7ad52	316_284_R4_HT7KCBGX3_L002
316_284_R4_HT7KCBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	316_284_R4_HT7KCBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	316_284_R4_HT7KCBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	316_284_R4_HT7KCBGX3_L003	sequencing assay	316_284_R4_HT7KCBGX3_L003.fastq.gz	b1279fd003d8f53a89a66d14efbe9703	316_284_R4_HT7KCBGX3_L003
316_284_R4_HT7KCBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	316_284_R4_HT7KCBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	316_284_R4_HT7KCBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	316_284_R4_HT7KCBGX3_L004	sequencing assay	316_284_R4_HT7KCBGX3_L004.fastq.gz	451ae3bfab1472d918c973928a4ec446	316_284_R4_HT7KCBGX3_L004
316_284_R4_HT7TLBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	316_284_R4_HT7TLBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	316_284_R4_HT7TLBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	316_284_R4_HT7TLBGX3_L001	sequencing assay	316_284_R4_HT7TLBGX3_L001.fastq.gz	2d57d2ba2023f6880207c1ef90c27f72	316_284_R4_HT7TLBGX3_L001
316_284_R4_HT7TLBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	316_284_R4_HT7TLBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	316_284_R4_HT7TLBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	316_284_R4_HT7TLBGX3_L002	sequencing assay	316_284_R4_HT7TLBGX3_L002.fastq.gz	30fe640798c743e779734d98afd181b1	316_284_R4_HT7TLBGX3_L002
316_284_R4_HT7TLBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	316_284_R4_HT7TLBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	316_284_R4_HT7TLBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	316_284_R4_HT7TLBGX3_L003	sequencing assay	316_284_R4_HT7TLBGX3_L003.fastq.gz	0755880902ef6e158355342e2e4935af	316_284_R4_HT7TLBGX3_L003
316_284_R4_HT7TLBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	316_284_R4_HT7TLBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	316_284_R4_HT7TLBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	316_284_R4_HT7TLBGX3_L004	sequencing assay	316_284_R4_HT7TLBGX3_L004.fastq.gz	8934bba44e344dea3fa18893ca374d8a	316_284_R4_HT7TLBGX3_L004
316_expression_high	hg19	breast.hg19	Breast.cancer	316_expression_high.txt	PDTX.gene.expression.from.Bruna.et.al.Cell.2016	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	316_expression_high	SINGLE	unspecified	TRANSCRIPTOMIC	OTHER	Protocol 4	Cancer Research UK Cambridge Institute	316_expression_high	sequencing assay	316_expression_high.txt	afb0e1f351f61190332e9d5d61cae21b	316_expression_high.txt
316_expression_low	hg19	breast.hg19	Breast.cancer	316_expression_low.txt	PDTX.gene.expression.from.Bruna.et.al.Cell.2016	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	316_expression_low	SINGLE	unspecified	TRANSCRIPTOMIC	OTHER	Protocol 4	Cancer Research UK Cambridge Institute	316_expression_low	sequencing assay	316_expression_low.txt	75292088db11e4612360922061ad398f	316_expression_low.txt
316_expression_mid	hg19	breast.hg19	Breast.cancer	316_expression_mid.txt	PDTX.gene.expression.from.Bruna.et.al.Cell.2016	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	316_expression_mid	SINGLE	unspecified	TRANSCRIPTOMIC	OTHER	Protocol 4	Cancer Research UK Cambridge Institute	316_expression_mid	sequencing assay	316_expression_mid.txt	83d319479e844a9491fb794ee4bd4325	316_expression_mid.txt
331_284_input.all.hg19.merged.nodup.25M.w5.rpm	hg19	breast.hg19	Breast.cancer	331_284_input.all.hg19.merged.nodup.25M.w5.rpm.bw	normalised.PDTX.reads.bigwig	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	331_284_input.all.hg19.merged.nodup.25M.w5.rpm	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	331_284_input.all.hg19.merged.nodup.25M.w5.rpm	sequencing assay	331_284_input.all.hg19.merged.nodup.25M.w5.rpm.bw	5f1dae9bd4390c88b947cb46e205b631	331_284_input.all.hg19.merged.nodup.25M.w5.rpm.bw
331_284_input_HT7KCBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	331_284_input_HT7KCBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	331_284_input_HT7KCBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	331_284_input_HT7KCBGX3_L001	sequencing assay	331_284_input_HT7KCBGX3_L001.fastq.gz	40514ee219df26041e9dc29b37600e4b	331_284_input_HT7KCBGX3_L001
331_284_input_HT7KCBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	331_284_input_HT7KCBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	331_284_input_HT7KCBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	331_284_input_HT7KCBGX3_L002	sequencing assay	331_284_input_HT7KCBGX3_L002.fastq.gz	cc8fd6ec96206c07a58beb36594383f8	331_284_input_HT7KCBGX3_L002
331_284_input_HT7KCBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	331_284_input_HT7KCBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	331_284_input_HT7KCBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	331_284_input_HT7KCBGX3_L003	sequencing assay	331_284_input_HT7KCBGX3_L003.fastq.gz	9560707e1a0b3fb9cfed66cb2be390f6	331_284_input_HT7KCBGX3_L003
331_284_input_HT7KCBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	331_284_input_HT7KCBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	331_284_input_HT7KCBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	331_284_input_HT7KCBGX3_L004	sequencing assay	331_284_input_HT7KCBGX3_L004.fastq.gz	4880a3b7cddf6e03019e68487579466a	331_284_input_HT7KCBGX3_L004
331_284_R1.all.hg19.merged.nodup.w5.rpm.sub.dm6	hg19	breast.hg19	Breast.cancer	331_284_R1.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	normalised.PDTX.reads.bigwig	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	331_284_R1.all.hg19.merged.nodup.w5.rpm.sub.dm6	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	331_284_R1.all.hg19.merged.nodup.w5.rpm.sub.dm6	sequencing assay	331_284_R1.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	75ca542448d2f493506b4e29715dd081	331_284_R1.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw
331_284_R1_HT7KCBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	331_284_R1_HT7KCBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	331_284_R1_HT7KCBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	331_284_R1_HT7KCBGX3_L001	sequencing assay	331_284_R1_HT7KCBGX3_L001.fastq.gz	206833597adc567f94b7e6d3864da968	331_284_R1_HT7KCBGX3_L001
331_284_R1_HT7KCBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	331_284_R1_HT7KCBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	331_284_R1_HT7KCBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	331_284_R1_HT7KCBGX3_L002	sequencing assay	331_284_R1_HT7KCBGX3_L002.fastq.gz	6d7898a7bdd74595ca44938934cc3c6b	331_284_R1_HT7KCBGX3_L002
331_284_R1_HT7KCBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	331_284_R1_HT7KCBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	331_284_R1_HT7KCBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	331_284_R1_HT7KCBGX3_L003	sequencing assay	331_284_R1_HT7KCBGX3_L003.fastq.gz	1e693da36b05f29ffc11f448240c5112	331_284_R1_HT7KCBGX3_L003
331_284_R1_HT7KCBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	331_284_R1_HT7KCBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	331_284_R1_HT7KCBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	331_284_R1_HT7KCBGX3_L004	sequencing assay	331_284_R1_HT7KCBGX3_L004.fastq.gz	b4a7c8b7210e240031d452eb5a0b7832	331_284_R1_HT7KCBGX3_L004
331_284_R2.all.hg19.merged.nodup.w5.rpm.sub.dm6	hg19	breast.hg19	Breast.cancer	331_284_R2.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	normalised.PDTX.reads.bigwig	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	331_284_R2.all.hg19.merged.nodup.w5.rpm.sub.dm6	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	331_284_R2.all.hg19.merged.nodup.w5.rpm.sub.dm6	sequencing assay	331_284_R2.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	dec5c6b0aace034aceb47aa9f946e0e5	331_284_R2.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw
331_284_R2_HT7KCBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	331_284_R2_HT7KCBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	331_284_R2_HT7KCBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	331_284_R2_HT7KCBGX3_L001	sequencing assay	331_284_R2_HT7KCBGX3_L001.fastq.gz	50a4d123545d2dc036bdcc6098eb9f79	331_284_R2_HT7KCBGX3_L001
331_284_R2_HT7KCBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	331_284_R2_HT7KCBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	331_284_R2_HT7KCBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	331_284_R2_HT7KCBGX3_L002	sequencing assay	331_284_R2_HT7KCBGX3_L002.fastq.gz	623f78ccc6fa273e49b51a41fbae261f	331_284_R2_HT7KCBGX3_L002
331_284_R2_HT7KCBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	331_284_R2_HT7KCBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	331_284_R2_HT7KCBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	331_284_R2_HT7KCBGX3_L003	sequencing assay	331_284_R2_HT7KCBGX3_L003.fastq.gz	b870e40a5be16561312fc0ef14d02f81	331_284_R2_HT7KCBGX3_L003
331_284_R2_HT7KCBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	331_284_R2_HT7KCBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	331_284_R2_HT7KCBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	331_284_R2_HT7KCBGX3_L004	sequencing assay	331_284_R2_HT7KCBGX3_L004.fastq.gz	90fb3830e393fd775e9e59c405c140ea	331_284_R2_HT7KCBGX3_L004
331_284_R3.all.hg19.merged.nodup.w5.rpm.sub.dm6	hg19	breast.hg19	Breast.cancer	331_284_R3.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	normalised.PDTX.reads.bigwig	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	331_284_R3.all.hg19.merged.nodup.w5.rpm.sub.dm6	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	331_284_R3.all.hg19.merged.nodup.w5.rpm.sub.dm6	sequencing assay	331_284_R3.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	6d6b476b832066447ad25c8c414b0104	331_284_R3.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw
